Id;CODIGO_BUQUE;CODIGO_UE;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST;Observ
3587;50497;ESP000050497;MARY LUZ;VI-6;3221;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/09/1986;NO;5,989999771;;VL0010;2,230000019;1,289999962;DEFINITIVO;30;22,07505608;POLIESTER;1986;
3588;50500;ESP000050500;NATALIA MARBEL;VI-6;3125;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;H - A.P. POR REACTIVACION;;10/05/1989;19/12/2012;27/05/1980;NO;6,150000095;;VL0010;1,330000043;1,580000043;DEFINITIVO;30;22,07505608;POLIESTER;1980;
3589;50511;ESP000050511;MARIA;VI-5;8188;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/09/1960;NO;5,5;;VL0010;0,75999999;0,819999993;DEFINITIVO;25;18,39587975;MADERA;1960;
3590;50513;ESP000050513;GAVIOTA;VI-5;6583;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/10/1944;NO;5,380000114;;VL0010;1,00999999;1,110000014;DEFINITIVO;30;22,07505608;POLIESTER;1944;
3591;50514;ESP000050514;MANOLO;VI-5;7130;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/01/1951;NO;5,010000229;;VL0010;0,769999981;1;DEFINITIVO;30;22,07505608;POLIESTER;1950;
3592;50543;ESP000050543;PALOMITA;VI-8;800;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/01/1973;NO;5,269999981;;VL0010;1,190000057;1;DEFINITIVO;25;18,39587975;POLIESTER;1972;
3593;50545;ESP000050545;SIGAME SI PUEDE;CO-7;1887;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/05/1974;NO;5,150000095;;VL0010;1,5;1,039999962;DEFINITIVO;15;11,03752804;POLIESTER;1974;
3594;50548;ESP000050548;MARINA;VI-5;9853;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;16/05/1986;NO;5,150000095;;VL0010;2,230000019;0,879999995;DEFINITIVO;25;18,39587975;POLIESTER;1986;
3595;50549;ESP000050549;DIANA SEGUNDA;VI-5;9854;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24610;PANJON;PANXON;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;27/05/1986;NO;5,599999905;;VL0010;2,230000019;0,860000014;DEFINITIVO;30;22,07505608;POLIESTER;1986;
3596;50550;ESP000050550;REYMAR;GI-3;789;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14720;SAN JUAN DE LA ARENA;SAN JUAN DE LA ARENA;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;31/12/1988;10/05/1989;03/02/1988;NO;6,150000095;;VL0010;2,420000076;1,49000001;DEFINITIVO;27;19,8675499;MADERA;1987;
3597;50563;ESP000050563;PANCHIN;VILL-2;4556;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;16/10/1973;NO;5,25;;VL0010;1;1,149999976;DEFINITIVO;25;18,39587975;POLIESTER;1973;
3598;50571;ESP000050571;PLACES;VILL-2;4372;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/01/1974;NO;6,46999979;;VL0010;0,970000029;1,440000057;DEFINITIVO;50;36,79175949;POLIESTER;1974;
3599;50580;ESP000050580;SIOU;VILL-2;4640;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23210;CABO DE CRUZ - BOIRO;CABO DE CRUZ;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/01/1981;NO;4,949999809;;VL0010;1,139999986;1,019999981;DEFINITIVO;20;14,71670341;POLIESTER;1981;
3600;50584;ESP000050584;MANHER;VILL-2;4287;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23200;CARAMIÑAL;POBRA DO CARAMIÑAL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/03/1973;NO;4,900000095;;VL0010;1,24000001;0,99000001;DEFINITIVO;40;29,43340683;POLIESTER;1973;
3601;50587;ESP000050587;AHI VA;CO-5;1246;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/12/1947;NO;6,449999809;;VL0010;1,50999999;1,24000001;DEFINITIVO;16;11,77336311;MADERA;1946;
3602;50592;ESP000050592;ENMA DEL MAR;GI-6;636;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14600;AVILES;AVILES;ASTURIAS;PRINCIPADO DE ASTURIAS;DESGUAZADO;;10/05/1989;29/04/2016;20/02/1971;NO;5,340000153;;VL0010;0,579999983;1,049999952;DEFINITIVO;20;14,71670341;MADERA;1971;
3603;50596;ESP000050596;AGUSTINA;VI-8;1073;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/01/1954;NO;5,300000191;;VL0010;1,330000043;1,029999971;DEFINITIVO;25;18,39587975;POLIESTER;1953;
3604;50598;ESP000050598;LORENZO;VI-8;192;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/09/1964;NO;5,369999886;;VL0010;1,200000048;1,019999981;DEFINITIVO;25;18,39587975;POLIESTER;1964;
3605;50599;ESP000050599;ALFONSO;VI-8;1003;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/10/1976;NO;5,25;;VL0010;1,029999971;0,629999995;DEFINITIVO;25;18,39587975;MADERA;1976;
3606;50600;ESP000050600;KIMSO;VI-8;794;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/12/1972;NO;4,900000095;;VL0010;0,819999993;0,550000012;DEFINITIVO;15;11,03752804;MADERA;1972;
3607;50603;ESP000050603;MARIBEL;VI-8;1153;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/05/1985;NO;5;;VL0010;1,309999943;0,519999981;DEFINITIVO;17;12,50919819;MADERA;1985;
3608;50604;ESP000050604;SALGO SI PUEDO;VI-8;732;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24420;MOAÑA;MOAÑA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;10/03/1972;NO;5,449999809;;VL0010;1,320000052;1,379999995;DEFINITIVO;25;18,39587975;POLIESTER;1972;
3609;50605;ESP000050605;EL MAR;VI-8;841;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/01/1974;NO;5,03000021;;VL0010;1,100000024;0,589999974;DEFINITIVO;8;5,886681557;MADERA;1973;
3610;50607;ESP000050607;PEGASO;VI-8;745;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/05/1972;NO;5,360000134;;VL0010;1;0,569999993;DEFINITIVO;25;18,39587975;MADERA;1972;
3611;50608;ESP000050608;PUERTO MARIN;VI-8;1123;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/04/1983;NO;5,300000191;;VL0010;1,200000048;1,029999971;DEFINITIVO;25;18,39587975;POLIESTER;1983;
3612;50613;ESP000050613;MODERNA;VILL-1;2472;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/08/1941;NO;5,25;;VL0010;1;1,029999971;DEFINITIVO;40;29,43340683;POLIESTER;1941;
3613;50614;ESP000050614;JUANITA;VILL-1;2355;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;07/06/2011;06/03/1940;NO;4,349999905;;VL0010;1;0,550000012;DEFINITIVO;4;2,943340778;MADERA;1938;
3614;50615;ESP000050615;ANTONIA;VILL-1;287;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;17/03/2014;01/01/1911;NO;5,25;;VL0010;0,899999976;1,149999976;DEFINITIVO;20;14,71670341;POLIESTER;1911;
3615;50619;ESP000050619;LUCAS;VILL-1;4513;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;30/06/1981;NO;5,050000191;;VL0010;0,920000017;1,019999981;DEFINITIVO;25;18,39587975;POLIESTER;1981;
3616;50620;ESP000050620;SABELA;VILL-1;4667;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;17/01/1986;NO;5,630000114;;VL0010;0,839999974;1,25999999;DEFINITIVO;30;22,07505608;POLIESTER;1986;
3617;50621;ESP000050621;KITI;VILL-1;4706;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/10/1986;NO;5,400000095;;VL0010;1,100000024;0,910000026;DEFINITIVO;30;22,07505608;POLIESTER;1986;
3618;50622;ESP000050622;JUANITA;VILL-1;1255;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/11/1924;NO;6,03000021;;VL0010;0,649999976;1,340000033;DEFINITIVO;20;14,71670341;POLIESTER;1924;
3619;50624;ESP000050624;ROMERO;VILL-1;3994;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/09/1965;NO;5,25;;VL0010;0,920000017;1;DEFINITIVO;50;36,79175949;POLIESTER;1965;
3620;50631;ESP000050631;YA ESTA BIEN;VILL-1;2564;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/06/1942;NO;5,050000191;;VL0010;1;1,019999981;DEFINITIVO;25;18,39587975;POLIESTER;1942;
3621;50632;ESP000050632;FAVOR;VILL-1;3741;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/10/1959;NO;4,099999905;;VL0010;0,819999993;0,389999986;DEFINITIVO;5;3,679175854;MADERA;1959;
3622;50633;ESP000050633;TONIÑA;VILL-1;2748;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/10/1944;NO;5,25;;VL0010;1;1,049999952;DEFINITIVO;25;18,39587975;POLIESTER;1944;
3623;50637;ESP000050637;CURRALIÑA;VILL-1;3348;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;21/04/1953;NO;5,300000191;;VL0010;1,200000048;1,110000014;DEFINITIVO;30;22,07505608;POLIESTER;1953;
3624;50639;ESP000050639;PARRULA;VILL-1;4338;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/04/1974;NO;4,099999905;;VL0010;0,819999993;0,370000005;DEFINITIVO;4;2,943340778;MADERA;1974;
3625;50641;ESP000050641;REBOLA;VILL-1;4644;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;10/08/1984;NO;4,650000095;;VL0010;0,819999993;0,720000029;DEFINITIVO;15;11,03752804;POLIESTER;1984;
3626;50643;ESP000050643;MONICA N;VILL-1;4747;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/09/1988;NO;5,650000095;;VL0010;1,110000014;1,25999999;DEFINITIVO;30;22,07505608;POLIESTER;1988;
3627;50644;ESP000050644;GREISI;VILL-1;4733;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/03/1988;NO;5,650000095;;VL0010;1,350000024;1,129999995;DEFINITIVO;40;29,43340683;POLIESTER;1988;
3628;50645;ESP000050645;GARCIA II;VILL-1;4090;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/06/1968;NO;4,949999809;;VL0010;1,049999952;0,99000001;DEFINITIVO;40;29,43340683;POLIESTER;1968;
3629;50649;ESP000050649;CARBALLA;VILL-1;4745;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/09/1988;NO;5,050000191;;VL0010;1,419999957;0,850000024;DEFINITIVO;10;7,358351707;POLIESTER;1988;
3630;50652;ESP000050652;SILVIA;VILL-1;4661;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23100;STA. EUGENIA RIVEIRA;RIBEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/12/1985;NO;5,599999905;;VL0010;1,25;1,309999943;DEFINITIVO;30;22,07505608;POLIESTER;1985;
3631;50654;ESP000050654;MIÑA XOYA;VILL-1;4486;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/10/1980;NO;5,050000191;;VL0010;1,059999943;0,850000024;DEFINITIVO;25;18,39587975;POLIESTER;1980;
3632;50658;ESP000050658;CUATRO HERMANOS;VILL-1;1634;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22720;PUERTO DEL SON;PORTO DO SON;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;17/07/1928;NO;6,019999981;;VL0010;0,649999976;1,340000033;DEFINITIVO;30;22,07505608;POLIESTER;1928;
3633;50659;ESP000050659;AUDAZ;VILL-1;4339;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/04/1974;NO;4,75;;VL0010;1,440000057;0,649999976;DEFINITIVO;5;3,679175854;MADERA;1974;
3634;50660;ESP000050660;DIOSA;VILL-1;4315;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;16/10/1973;NO;5,059999943;;VL0010;1,029999971;0,980000019;DEFINITIVO;40;29,43340683;POLIESTER;1973;
3635;50662;ESP000050662;MARI;VILL-1;3543;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23110;CARREIRA-AGUIÑO;AGUIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/12/1955;NO;6;;VL0010;1,220000029;1,460000038;DEFINITIVO;20;14,71670341;POLIESTER;1955;
3636;50678;ESP000050678;ROSITA;VI-4;5394;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21440;PUENTEDEUME;PONTEDEUME;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;08/10/1980;NO;4,670000076;;VL0010;0,949999988;0,430000007;DEFINITIVO;10;7,358351707;MADERA;1980;
3637;50682;ESP000050682;JULIA;VI-8;677;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/11/1970;NO;5,019999981;;VL0010;0,939999998;0,939999998;DEFINITIVO;25;18,39587975;POLIESTER;1970;
3638;50683;ESP000050683;VEIGA;VI-8;664;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24455;SANTA CRISTINA DE COBRES;VILABOA (STA CRISTINA DE COBRES);PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/10/1970;NO;5,269999981;;VL0010;0,870000005;0,980000019;DEFINITIVO;20;14,71670341;POLIESTER;1970;
3639;50684;ESP000050684;ARGENTINA;VI-8;642;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/12/1969;NO;5,480000019;;VL0010;0,920000017;1,200000048;DEFINITIVO;25;18,39587975;POLIESTER;1969;
3640;50685;ESP000050685;TERE;VI-8;637;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24420;MOAÑA;MOAÑA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/12/1969;NO;5,46999979;;VL0010;1,00999999;1,179999948;DEFINITIVO;25;18,39587975;POLIESTER;1969;
3641;50688;ESP000050688;MARIA LUZ;VI-8;589;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24450;SAN ADRIAN;VILABOA (SAN ADRIAN DE COBRES);PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/09/1968;NO;5,300000191;;VL0010;1,049999952;1,029999971;DEFINITIVO;17;12,50919819;POLIESTER;1967;
3642;50726;ESP000050726;SANTA MARIA;VI-8;864;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/01/1974;NO;5,539999962;;VL0010;0,730000019;1,360000014;DEFINITIVO;25;18,39587975;POLIESTER;1973;
3643;50735;ESP000050735;PRIMERO DE ABRIL;VILL-3;10042;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;30/06/1989;30/06/1989;29/08/1986;NO;5,300000191;;VL0010;1,100000024;1,090000033;DEFINITIVO;25;18,39587975;POLIESTER;1986;
3644;50736;ESP000050736;NUEVO AVE FENIX;VILL-3;10120;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;13300;SANTOÑA;SANTOÑA;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;30/06/1989;30/06/1989;17/12/1987;NO;4,699999809;;VL0010;1,049999952;0,879999995;DEFINITIVO;6;4,415010929;POLIESTER;1987;
3645;50738;ESP000050738;SARITA;VILL-3;5960;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/07/1948;NO;5,300000191;;VL0010;1;1,110000014;DEFINITIVO;40;29,43340683;POLIESTER;1946;
3646;50739;ESP000050739;VIOLETA;VILL-3;6068;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/12/1948;NO;4,5;;VL0010;1;0,589999974;DEFINITIVO;4;2,943340778;MADERA;1946;
3647;50740;ESP000050740;VIENES TARDE;VILL-3;6827;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;14/04/2000;27/04/1955;NO;5,300000191;;VL0010;1,669999957;1,110000014;DEFINITIVO;25;18,39587975;POLIESTER;1953;
3648;50744;ESP000050744;DOS HERMANOS;VILL-3;6755;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;27/08/1954;NO;4,550000191;;VL0010;1,070000052;0,469999999;DEFINITIVO;;;MADERA;1953;
3649;50745;ESP000050745;ESCLAVA;VILL-3;9340;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/08/1980;NO;5,309999943;;VL0010;1,379999995;1,080000043;DEFINITIVO;25;18,39587975;POLIESTER;1980;
3650;50751;ESP000050751;LILI;VILL-3;7129;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/04/1957;NO;5,460000038;;VL0010;2,039999962;1,190000057;DEFINITIVO;30;22,07505608;POLIESTER;1957;
3651;50752;ESP000050752;BRUSAN;VILL-3;6272;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/01/1949;NO;5,900000095;;VL0010;0,839999974;1,360000014;DEFINITIVO;50;36,79175949;POLIESTER;1949;
3652;50761;ESP000050761;MARIA MERCEDES;VILL-3;10157;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23330;VILLAJUAN;VILAXOAN;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/06/1988;NO;7,199999809;;VL0010;1,899999976;1,74000001;DEFINITIVO;10;7,358351707;MADERA;1988;
3653;50765;ESP000050765;ANLUAN;VILL-3;9938;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/05/1985;NO;5,300000191;;VL0010;1,090000033;1,110000014;DEFINITIVO;30;22,07505608;POLIESTER;1983;
3654;50772;ESP000050772;LETE;GI-4;1742;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14520;BAÑUGUES;BAÑUGUES;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;10/05/1989;07/07/2011;11/09/1967;NO;4,380000114;;VL0010;0,730000019;0,5;DEFINITIVO;15;11,03752804;MADERA;1967;
3655;50782;ESP000050782;LOLICHI;CA-3;832;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;33400;SAN FERNANDO;SAN FERNANDO;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;10/05/1989;20/05/2003;22/12/1959;NO;4,199999809;;VL0010;0,810000002;0,479999989;DEFINITIVO;;;MADERA;1959;
3656;50803;ESP000050803;TOÑITO;CO-1;1976;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22110;MIÑO;MIÑO;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/04/1946;NO;6,159999847;4,900000095;VL0010;1,620000005;1,00999999;DEFINITIVO;;;MADERA;1945;
3657;50804;ESP000050804;MIRONA;CO-1;2564;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/06/1980;NO;5,400000095;3,5;VL0010;0,680000007;1,120000005;DEFINITIVO;15;11,03752804;POLIESTER;1980;
3658;50831;ESP000050831;MARGARITA II;CO-5;1879;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;30/10/1979;NO;5,519999981;;VL0010;1,74000001;1,059999943;DEFINITIVO;9;6,622516632;MADERA;1979;
