"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
54668;"ESP000054668";"ESP000054668";"SONIA";"VI-5";"9211";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;22/12/1971 0:00:00;"NO";5.32;;"VL0010";0.63;1.05;"DEFINITIVO";15.00;11.03;"Poliester";1971
54673;"ESP000054673";"ESP000054673";"RIO";"VI-8";"497";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/9/1967 0:00:00;"NO";5.38;;"VL0010";0.96;0.61;"DEFINITIVO";25.00;18.39;"Madera";1967
54674;"ESP000054674";"ESP000054674";"TRITON";"VI-5";"9979";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;31/12/1988 0:00:00;31/12/1988 0:00:00;14/4/1988 0:00:00;"NO";5.60;;"VL0010";1.58;1.02;"DEFINITIVO";50.00;36.79;"Poliester";1988
54675;"ESP000054675";"ESP000054675";"OS MARTINEZ";"VI-5";"9975   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;16/3/1988 0:00:00;"NO";5.55;;"VL0010";2.43;1.05;"DEFINITIVO";25.00;18.39;"POLIESTER";1988
54679;"ESP000054679";"ESP000054679";"VAMONOS QUE ES HORA";"VI-5";"7260   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/10/1952 0:00:00;"NO";4.70;;"VL0010";0.67;0.60;"DEFINITIVO";15.00;11.03;"MADERA";1952
54681;"ESP000054681";"ESP000054681";"LIRA";"VI-5";"8203   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/9/1960 0:00:00;"NO";4.32;;"VL0010";0.84;0.42;"DEFINITIVO";15.00;11.03;"MADERA";1960
54683;"ESP000054683";"ESP000054683";"SUSY";"VI-5";"9288   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;18/11/1972 0:00:00;"NO";5.51;;"VL0010";1.62;1.15;"DEFINITIVO";25.00;18.39;"POLIESTER";1972
54686;"ESP000054686";"ESP000054686";"CRISTINA MUÑIZ";"VILL-3";"9654";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;15/4/1983 0:00:00;"NO";4.95;;"VL0010";0.98;0.89;"DEFINITIVO";25.00;18.39;"Poliester";1983
54700;"ESP000054700";"ESP000054700";"PACITA";"VI-3";"1811";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;5/5/2000 0:00:00;6/5/1977 0:00:00;"NO";3.30;;"VL0010";0.64;0.28;"PROVISIONAL";8.00;5.88;"Madera";
54723;"ESP000054723";"ESP000054723";"DOS HERMANAS";"CO-4";"1900   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/6/1985 0:00:00;"NO";5.33;;"VL0010";1.20;0.97;"DEFINITIVO";40.00;29.43;"POLIESTER";1985
54733;"ESP000054733";"ESP000054733";"LUCERO";"VI-5";"10044  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/2/1989 0:00:00;"NO";5.70;;"VL0010";1.46;0.82;"DEFINITIVO";30.00;22.07;"POLIESTER";1989
54738;"ESP000054738";"ESP000054738";"CARMEN TERCERO";"VI-5";"9650   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;11/10/1976 0:00:00;"NO";4.87;;"VL0010";1.30;0.50;"DEFINITIVO";15.00;11.03;"MADERA";1976
54739;"ESP000054739";"ESP000054739";"RASPITO";"VI-5";"9924   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1987 0:00:00;"NO";5.63;;"VL0010";2.23;1.30;"DEFINITIVO";25.00;18.39;"POLIESTER";1987
54742;"ESP000054742";"ESP000054742";"VENGA LO QUE QUIERA";"CO-3";"1546   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/5/1984 0:00:00;"NO";4.85;;"VL0010";0.71;0.68;"DEFINITIVO";25.00;18.39;"POLIESTER";1984
54749;"ESP000054749";"ESP000054749";"MARIA LUISA";"SE-1";"708    ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;20/6/1974 0:00:00;"NO";4.70;4.50;"VL0010";1.13;0.58;"DEFINITIVO";20.00;14.71;"POLIESTER";1974
54755;"ESP000054755";"ESP000054755";"FERNANDO Y MANUELA";"SE-1";"836    ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;29/7/1986 0:00:00;"NO";6.15;5.00;"VL0010";1.59;1.36;"DEFINITIVO";15.00;11.03;"MADERA";1986
54757;"ESP000054757";"ESP000054757";"ESTELA";"VI-5";"9889";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"BAJA PROVISIONAL";;10/5/1989 0:00:00;24/4/2019 0:00:00;9/1/1987 0:00:00;"NO";5.50;;"VL0010";1.60;0.71;"DEFINITIVO";20.00;14.71;"Madera";1986
54758;"ESP000054758";"ESP000054758";"PAZ";"VI-5";"9852   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/4/1986 0:00:00;"NO";5.25;;"VL0010";2.23;0.89;"DEFINITIVO";30.00;22.07;"POLIESTER";1986
54759;"ESP000054759";"ESP000054759";"FE DOS";"VI-5";"9851";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/1/2001 0:00:00;30/4/1986 0:00:00;"NO";4.99;;"VL0010";2.23;1.14;"PROVISIONAL";30.00;22.07;"Poliester";
54761;"ESP000054761";"ESP000054761";"MAROSA";"VI-5";"9871";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;15/10/2002 0:00:00;17/10/1986 0:00:00;"NO";4.99;;"VL0010";2.23;1.14;"PROVISIONAL";0.00;0.00;"Poliester";
54762;"ESP000054762";"ESP000054762";"OSCAR";"VI-5";"9708";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;16/12/1997 0:00:00;28/1/1980 0:00:00;"NO";4.20;;"VL0010";1.04;0.61;"PROVISIONAL";14.00;10.30;"Madera";
54763;"ESP000054763";"ESP000054763";"ANGEL";"VI-5";"10010";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;31/12/1988 0:00:00;31/12/1988 0:00:00;11/10/1988 0:00:00;"NO";4.99;;"VL0010";2.23;1.06;"DEFINITIVO";30.00;22.07;"Poliester";1988
54764;"ESP000054764";"ESP000054764";"ROSANA Y EVA";"VI-5";"10045  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;14/4/2005 0:00:00;22/2/1989 0:00:00;"NO";4.70;;"VL0010";1.46;0.65;"DEFINITIVO";;0.00;"POLIESTER";1989
54765;"ESP000054765";"ESP000054765";"OLGA";"VI-5";"10060";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1999 0:00:00;17/4/1989 0:00:00;"NO";6.26;0.00;"VL0010";1.46;1.62;"DEFINITIVO";15.00;11.03;"Poliester";1989
54766;"ESP000054766";"ESP000054766";"NUEVA CELY";"VI-5";"9902   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/4/1987 0:00:00;"NO";4.99;;"VL0010";2.23;1.06;"DEFINITIVO";25.00;18.39;"POLIESTER";1987
54767;"ESP000054767";"ESP000054767";"ANA";"VI-5";"9914";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;1/7/1987 0:00:00;"NO";4.95;0.00;"VL0010";1.11;0.84;"DEFINITIVO";25.00;18.39;"Poliester";1987
54768;"ESP000054768";"ESP000054768";"PALOMA";"VI-5";"9955   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;3/2/1988 0:00:00;"NO";4.73;;"VL0010";1.58;0.77;"DEFINITIVO";30.00;22.07;"POLIESTER";1988
54771;"ESP000054771";"ESP000054771";"ANA MARIA";"VI-5";"7997   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/9/1959 0:00:00;"NO";5.22;;"VL0010";0.78;0.88;"DEFINITIVO";15.00;11.03;"POLIESTER";1959
54775;"ESP000054775";"ESP000054775";"IRENE";"VI-5";"8018   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;28/9/1959 0:00:00;"NO";5.71;;"VL0010";0.76;1.34;"DEFINITIVO";25.00;18.39;"POLIESTER";1959
54776;"ESP000054776";"ESP000054776";"COMEDOURO";"VI-5";"8084";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;14/11/1959 0:00:00;"NO";4.20;;"VL0010";0.63;0.31;"DEFINITIVO";0.00;0.00;"Madera";
54777;"ESP000054777";"ESP000054777";"ZAIRA";"VI-5";"8033   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;29/9/1959 0:00:00;"NO";5.34;;"VL0010";0.60;0.99;"DEFINITIVO";25.00;18.39;"POLIESTER";1959
54778;"ESP000054778";"ESP000054778";"SAMBA";"VI-5";"7501";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;9/3/2001 0:00:00;28/9/1954 0:00:00;"NO";4.20;;"VL0010";1.00;0.53;"PROVISIONAL";0.00;0.00;"Madera";
54780;"ESP000054780";"ESP000054780";"XO VERAS";"VI-5";"7389";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/9/1953 0:00:00;"NO";4.70;;"VL0010";0.70;0.71;"DEFINITIVO";15.00;11.03;"Poliester";1953
54781;"ESP000054781";"ESP000054781";"NO QUIERO NADA";"VI-5";"7401   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;29/9/1953 0:00:00;"NO";5.27;;"VL0010";0.81;1.06;"DEFINITIVO";25.00;18.39;"POLIESTER";1953
54787;"ESP000054787";"ESP000054787";"EDITA";"VI-5";"8131   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/3/1960 0:00:00;"NO";4.75;;"VL0010";1.12;0.52;"DEFINITIVO";15.00;11.03;"MADERA";1960
54789;"ESP000054789";"ESP000054789";"MARY LUZ";"VI-5";"8176";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;13/9/1960 0:00:00;"NO";4.90;;"VL0010";0.78;0.96;"DEFINITIVO";15.00;11.03;"Poliester";1960
54790;"ESP000054790";"ESP000054790";"ME VOY";"VI-5";"8183";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;26/10/2000 0:00:00;16/9/1960 0:00:00;"NO";3.50;;"VL0010";0.73;0.41;"PROVISIONAL";0.00;0.00;"Madera";
54873;"ESP000054873";"ESP000054873";"SOY DE AQUI I";"VI-1";"1646";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;24/1/1977 0:00:00;"NO";6.00;;"VL0010";1.16;1.37;"DEFINITIVO";50.00;36.79;"Poliester";1976
54977;"ESP000054977";"ESP000054977";"SOLITARIO";"VILL-4";"723    ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;19/11/2004 0:00:00;3/8/1953 0:00:00;"NO";4.30;;"VL0010";0.97;0.55;"DEFINITIVO";;0.00;"MADERA";1952
54982;"ESP000054982";"ESP000054982";"MAVIL";"VILL-2";"4062   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;8/11/1967 0:00:00;"NO";4.00;;"VL0010";0.89;0.41;"PROVISIONAL";5.00;3.67;"MADERA";
54993;"ESP000054993";"ESP000054993";"CANDUCHA";"VI-4";"5389";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;13/3/2001 0:00:00;27/6/1980 0:00:00;"NO";4.20;;"VL0010";1.24;0.48;"DEFINITIVO";4.00;2.94;"Madera";
55001;"ESP000055001";"ESP000055001";"MARIA";"VI-5";"9723   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;7/3/2007 0:00:00;9/2/1981 0:00:00;"NO";4.95;;"VL0010";1.59;0.47;"DEFINITIVO";;0.00;"MADERA";1981
55004;"ESP000055004";"ESP000055004";"MARIA";"VI-5";"7796   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/6/1958 0:00:00;"NO";5.55;;"VL0010";0.86;1.14;"DEFINITIVO";15.00;11.03;"POLIESTER";1957
55005;"ESP000055005";"ESP000055005";"NOMAR";"VI-5";"9950   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/1/1988 0:00:00;"NO";5.65;;"VL0010";2.23;1.31;"DEFINITIVO";40.00;29.43;"POLIESTER";1988
55013;"ESP000055013";"ESP000055013";"ANA";"VI-5";"9707   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/1/1980 0:00:00;"NO";6.00;;"VL0010";1.36;0.95;"DEFINITIVO";12.00;8.83;"MADERA";1980
55016;"ESP000055016";"ESP000055016";"GOLFO";"CO-2";"3593   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;2/2/2005 0:00:00;15/3/1975 0:00:00;"NO";4.80;;"VL0010";0.74;0.43;"DEFINITIVO";;0.00;"MADERA";1975
55019;"ESP000055019";"ESP000055019";"LOLA";"CO-2";"3359";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/9/1972 0:00:00;"NO";5.23;4.00;"VL0010";1.27;0.99;"DEFINITIVO";20.00;14.71;"Poliester";1972
55023;"ESP000055023";"ESP000055023";"TOÑITA I";"CO-1";"2492   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/9/1973 0:00:00;"NO";5.50;;"VL0010";1.46;0.55;"DEFINITIVO";8.00;5.88;"MADERA";1953
55025;"ESP000055025";"ESP000055025";"GILDA";"CO-1";"2134   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;17/3/1953 0:00:00;"NO";5.04;;"VL0010";2.11;0.86;"DEFINITIVO";25.00;18.39;"POLIESTER";1953
55039;"ESP000055039";"ESP000055039";"TRES HERMANOS";"CO-6";"2091";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;23/1/1997 0:00:00;17/2/1965 0:00:00;"NO";4.50;;"VL0010";1.39;0.79;"PROVISIONAL";4.00;2.94;"Madera";
55058;"ESP000055058";"ESP000055058";"CHIVATA";"CO-7";"3594   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;19/10/1987 0:00:00;"NO";5.25;4.50;"VL0010";1.19;0.70;"DEFINITIVO";8.00;5.88;"MADERA";1987
55060;"ESP000055060";"ESP000055060";"TINITO";"CO-7";"2681   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/6/1965 0:00:00;"NO";4.95;;"VL0010";1.24;0.75;"DEFINITIVO";20.00;14.71;"POLIESTER";1965
55063;"ESP000055063";"ESP000055063";"MONCHITA";"CO-7";"2336   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/12/2006 0:00:00;1/8/1961 0:00:00;"NO";4.90;;"VL0010";1.70;0.62;"DEFINITIVO";;0.00;"MADERA";1961
55069;"ESP000055069";"ESP000055069";"SURDO";"CO-7";"3500   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;24/3/2006 0:00:00;14/5/1982 0:00:00;"NO";6.00;;"VL0010";1.69;0.90;"DEFINITIVO";25.00;18.39;"MADERA";1982
55070;"ESP000055070";"ESP000055070";"OLA";"CO-7";"3511";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/9/1982 0:00:00;"NO";5.45;;"VL0010";1.54;0.93;"DEFINITIVO";8.00;5.88;"Madera";1982
55071;"ESP000055071";"ESP000055071";"NATI";"CO-7";"3555   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/4/1985 0:00:00;"NO";4.89;;"VL0010";1.24;0.55;"DEFINITIVO";13.50;9.93;"MADERA";1985
55073;"ESP000055073";"ESP000055073";"ALONSO";"CO-7";"1657";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/3/1929 0:00:00;"NO";5.60;;"VL0010";0.77;1.01;"DEFINITIVO";20.00;14.71;"Poliester";1929
55074;"ESP000055074";"ESP000055074";"MARIA OTILIA";"CO-7";"2979   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;25/9/1962 0:00:00;"NO";6.13;;"VL0010";1.28;1.27;"DEFINITIVO";14.00;10.30;"MADERA";1962
55077;"ESP000055077";"ESP000055077";"JOSE Y JAVIER";"CO-7";"3503";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;30/6/1982 0:00:00;"NO";5.35;;"VL0010";1.45;0.87;"DEFINITIVO";9.00;6.62;"Madera";1982
55079;"ESP000055079";"ESP000055079";"BENJAMIN";"CO-7";"2558   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;16/9/1964 0:00:00;"NO";5.65;;"VL0010";0.88;1.02;"DEFINITIVO";20.00;14.71;"POLIESTER";1964
55081;"ESP000055081";"ESP000055081";"RIO TINES";"CO-7";"2712   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/12/2006 0:00:00;23/8/1965 0:00:00;"NO";5.00;;"VL0010";1.29;0.62;"DEFINITIVO";7.00;5.15;"MADERA";1965
55082;"ESP000055082";"ESP000055082";"BARCA DE ORO";"CO-7";"2277";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;18/9/1959 0:00:00;"NO";4.90;;"VL0010";1.20;0.82;"DEFINITIVO";20.00;14.71;"Fibra de Vidrio/Plástico";1959
55084;"ESP000055084";"ESP000055084";"ASI";"CO-7";"2160";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;12/1/1956 0:00:00;"NO";6.02;;"VL0010";1.24;1.36;"DEFINITIVO";15.00;11.03;"Poliester";1955
55089;"ESP000055089";"ESP000055089";"GANDARA";"CO-7";"2574   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;23/9/1964 0:00:00;"NO";5.97;;"VL0010";1.20;1.50;"DEFINITIVO";25.00;18.39;"POLIESTER";1964
55090;"ESP000055090";"ESP000055090";"SAN RAMON";"CO-7";"2853";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;1/1/1967 0:00:00;"NO";6.05;0.00;"VL0010";1.09;1.69;"DEFINITIVO";20.00;14.71;"Poliester";1967
55091;"ESP000055091";"ESP000055091";"PINZON";"CO-7";"2694   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;2/8/1965 0:00:00;"NO";5.03;;"VL0010";1.19;0.57;"DEFINITIVO";7.00;5.15;"MADERA";1964
55095;"ESP000055095";"ESP000055095";"CARRO";"CO-7";"2377";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;17/5/2002 0:00:00;27/9/1961 0:00:00;"NO";4.41;;"VL0010";0.80;0.53;"DEFINITIVO";10.00;7.35;"Poliester";1961
55097;"ESP000055097";"ESP000055097";"FILO";"CO-7";"2906   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/12/2006 0:00:00;26/9/1968 0:00:00;"NO";5.50;;"VL0010";1.49;0.87;"DEFINITIVO";;0.00;"MADERA";1968
55100;"ESP000055100";"ESP000055100";"SANDE";"CO-7";"2490";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;21/9/1963 0:00:00;"NO";5.30;;"VL0010";1.41;0.68;"DEFINITIVO";8.00;5.88;"Madera";1962
55101;"ESP000055101";"ESP000055101";"NELLY";"CO-7";"2363   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/9/1961 0:00:00;"NO";4.97;;"VL0010";0.75;0.95;"DEFINITIVO";15.00;11.03;"POLIESTER";1960
55102;"ESP000055102";"ESP000055102";"JOSE CODESIDO";"CO-7";"3220   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;10/9/1973 0:00:00;"NO";5.21;;"VL0010";1.19;0.52;"DEFINITIVO";;0.00;"MADERA";1973
55105;"ESP000055105";"ESP000055105";"ESBELTA";"VILL-1";"3305   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/11/2004 0:00:00;21/8/1952 0:00:00;"NO";4.50;;"VL0010";1.08;0.51;"DEFINITIVO";;0.00;"MADERA";1952
55109;"ESP000055109";"ESP000055109";"MF";"VILL-1";"2636";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;10/5/1989 0:00:00;10/5/1989 0:00:00;14/1/1943 0:00:00;"NO";4.40;;"VL0010";1.00;0.52;"DEFINITIVO";0.00;0.00;"Madera";1942
55119;"ESP000055119";"ESP000055119";"DIGNA";"VILL-1";"2854   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;26/3/1945 0:00:00;"NO";6.00;;"VL0010";1.00;1.62;"DEFINITIVO";9.90;7.28;"POLIESTER";1945
55120;"ESP000055120";"ESP000055120";"ALGO";"VILL-1";"3002";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;9/5/2000 0:00:00;8/1/1947 0:00:00;"NO";3.96;;"VL0010";1.00;0.43;"PROVISIONAL";0.00;0.00;"Madera";
55123;"ESP000055123";"ESP000055123";"DE ALGO";"VILL-1";"3493   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"CAMBIA A OTRA LISTA";;10/5/1989 0:00:00;29/11/2004 0:00:00;18/3/1955 0:00:00;"NO";4.20;;"VL0010";0.82;0.43;"DEFINITIVO";;0.00;"MADERA";1955
55125;"ESP000055125";"ESP000055125";"ESTOY DESPIERTA";"CO-7";"3603   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/5/1989 0:00:00;10/5/1989 0:00:00;16/10/1962 0:00:00;"NO";5.60;;"VL0010";0.72;0.98;"DEFINITIVO";30.00;22.07;"POLIESTER";1962
