"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
24401;"ESP000024401";"ESP000024401";"CASTRO VERDE";"ST-1";"3-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;9/12/1999 0:00:00;5/12/2000 0:00:00;19/9/1999 0:00:00;"NO";14.30;12.05;"VL1218";13.01;14.62;"DEFINITIVO";110.00;80.94;"POLIESTER";1999
24402;"ESP000024402";"ESP000024402";"GAREA";"VI-1";"6-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;15/12/1999 0:00:00;19/5/2017 0:00:00;10/11/1999 0:00:00;"NO";7.75;6.75;"VL0010";4.03;3.14;"DEFINITIVO";45.00;33.11;"POLIESTER";1999
24403;"ESP000024403";"ESP000024403";"NUEVO NARVAL";"VI-8";"2-99   ";"EB2588";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;15/12/1999 0:00:00;22/6/2001 0:00:00;12/11/1999 0:00:00;"NO";15.60;13.25;"VL1218";17.85;25.70;"DEFINITIVO";150.00;110.37;"ACERO";1999
24406;"ESP000024406";"ESP000024406";"ADANEM";"FE-2";"7-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;15/12/1999 0:00:00;15/12/1999 0:00:00;11/11/1999 0:00:00;"NO";10.80;;"VL1012";5.10;6.84;"DEFINITIVO";24.00;17.66;"POLIESTER";1999
24408;"ESP000024408";"ESP000024408";"PUNTA GALIÑO";"FE-1";"4-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;15/12/1999 0:00:00;31/12/1999 0:00:00;23/11/1999 0:00:00;"NO";9.30;7.60;"VL0010";4.17;4.54;"DEFINITIVO";18.00;13.24;"MADERA";1999
24410;"ESP000024410";"ESP000024410";"NUEVO COLLADO LINDO";"ST-2";"2-99";"EA2476";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;15/12/1999 0:00:00;30/10/2000 0:00:00;25/11/1999 0:00:00;"NO";29.10;24.00;"VL2440";92.37;138.00;"DEFINITIVO";500.00;367.91;"Acero";1999
24413;"ESP000024413";"ESP000024413";"PONCE HERMANOS";"HU-2";"8-99   ";"EA3080";"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;17/12/1999 0:00:00;24/5/2001 0:00:00;28/10/1999 0:00:00;"NO";15.70;12.20;"VL1218";17.62;20.72;"DEFINITIVO";141.00;103.75;"MADERA";1999
24415;"ESP000024415";"ESP000024415";"COSTA LUZ SEGUNDO";"CA-5";"2-99   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;17/12/1999 0:00:00;31/12/1999 0:00:00;12/4/1999 0:00:00;"NO";9.90;7.85;"VL0010";3.82;6.59;"DEFINITIVO";25.00;18.39;"POLIESTER";1999
24416;"ESP000024416";"ESP000024416";"HANDIK";"SS-1";"1-99   ";"EB4614";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;17/12/1999 0:00:00;19/7/2000 0:00:00;2/12/1999 0:00:00;"NO";14.50;12.05;"VL1218";14.63;14.27;"DEFINITIVO";140.08;103.07;"POLIESTER";1999
24418;"ESP000024418";"ESP000024418";"CRUZ Y CRISTO";"GI-7";"3-99";"EA4231";"3";"PALANGRE DE FONDO EN CANTABRICO NW";"1";"PALANGRE";"Alta Definitiva";;17/12/1999 0:00:00;21/6/2001 0:00:00;15/11/1999 0:00:00;"NO";18.50;15.23;"VL1824";35.68;50.20;"DEFINITIVO";240.00;176.60;"Acero";1999
24420;"ESP000024420";"ESP000024420";"SALADINO PRIMERO";"VI-5";"5-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;21/12/1999 0:00:00;31/12/1999 0:00:00;1/12/1999 0:00:00;"NO";11.72;10.00;"VL1012";9.72;8.06;"DEFINITIVO";60.00;44.15;"MADERA";1999
24423;"ESP000024423";"ESP000024423";"ABUELA CUSTODIA MARIA";"CA-1";"9-98";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"BAJA PROVISIONAL";;22/12/1999 0:00:00;30/3/2019 0:00:00;10/9/1998 0:00:00;"NO";13.00;11.00;"VL1218";6.87;12.97;"DEFINITIVO";35.00;25.75;"Poliester";1998
24424;"ESP000024424";"ESP000024424";"RAQUEL DAVID DOS";"VI-4";"3-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;22/12/1999 0:00:00;22/12/1999 0:00:00;18/8/1999 0:00:00;"NO";7.00;6.09;"VL0010";3.86;2.69;"DEFINITIVO";30.00;22.07;"POLIESTER";1999
24428;"ESP000024428";"ESP000024428";"ESTRELA DA MARIÑA";"FE-2";"11-99  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;30/12/1999 0:00:00;31/12/1999 0:00:00;4/11/1999 0:00:00;"NO";11.00;9.10;"VL1012";5.60;6.90;"DEFINITIVO";40.00;29.43;"POLIESTER";1999
24433;"ESP000024433";"ESP000024433";"ASTISOL";"ST-4";"2-99   ";"EAWG";"3";"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"ARRASTRE";"ALTA DEFINITIVA";;12/1/2000 0:00:00;23/6/2000 0:00:00;29/12/1999 0:00:00;"NO";27.60;22.60;"VL2440";149.72;174.80;"DEFINITIVO";550.00;404.70;"ACERO";1999
24435;"ESP000024435";"ESP000024435";"NANIN TRES";"VI-1";"4-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;13/1/2000 0:00:00;13/1/2000 0:00:00;8/11/1999 0:00:00;"NO";8.70;7.57;"VL0010";4.66;4.18;"DEFINITIVO";50.00;36.79;"POLIESTER";1999
24436;"ESP000024436";"ESP000024436";"NUEVO AMADA PRIMERO";"VILL-1";"2-99   ";"EAWX";"3";"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"FIJAS";"ALTA DEFINITIVA";;13/1/2000 0:00:00;6/9/2000 0:00:00;21/12/1999 0:00:00;"NO";34.20;28.25;"VL2440";193.45;392.65;"DEFINITIVO";878.00;646.06;"ACERO";1999
24439;"ESP000024439";"ESP000024439";"NUEVO PEÑIL";"ST-6";"3-99   ";"EA4106";"3";"VOLANTA EN CANTABRICO NW";"1";"VOLANTA";"ALTA DEFINITIVA";;13/1/2000 0:00:00;26/3/2001 0:00:00;29/12/1999 0:00:00;"NO";19.00;15.15;"VL1824";44.57;75.38;"DEFINITIVO";222.00;163.35;"ACERO";1999
24442;"ESP000024442";"ESP000024442";"ESTELA Y JOSE";"FE-2";"6-98   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;18/1/2000 0:00:00;18/1/2000 0:00:00;29/1/1998 0:00:00;"NO";11.30;;"VL1012";5.80;7.14;"DEFINITIVO";30.00;22.07;"POLIESTER";1998
24443;"ESP000024443";"ESP000024443";"PLAYA DE CELEIRO";"FE-2";"7-98   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;18/1/2000 0:00:00;8/2/2000 0:00:00;30/1/1999 0:00:00;"NO";11.48;;"VL1012";6.00;7.62;"DEFINITIVO";50.00;36.79;"POLIESTER";1999
24444;"ESP000024444";"ESP000024444";"MANUEL Y PEDRO";"CA-5";"11-98";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;18/1/2000 0:00:00;25/10/2012 0:00:00;30/6/1999 0:00:00;"NO";7.86;6.10;"VL0010";2.41;2.99;"DEFINITIVO";7.00;5.15;"Madera";1998
24445;"ESP000024445";"ESP000024445";"GRAN SEBASTIAN";"HU-1";"1-99   ";"EB4808";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;27/1/2000 0:00:00;6/9/2000 0:00:00;21/12/1999 0:00:00;"NO";17.93;14.68;"VL1218";11.69;40.64;"DEFINITIVO";120.00;88.30;"POLIESTER";1999
24451;"ESP000024451";"ESP000024451";"SIEMPRE CUCA";"ST-4";"6-99   ";"EB4771";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;1/2/2000 0:00:00;28/6/2000 0:00:00;18/11/1999 0:00:00;"NO";11.85;9.60;"VL1012";8.89;6.31;"DEFINITIVO";60.00;44.15;"POLIESTER";1999
24454;"ESP000024454";"ESP000024454";"ANTONIO Y MANUEL";"HU-2";"9-99   ";"EA5200";"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;2/2/2000 0:00:00;21/3/2001 0:00:00;25/11/1999 0:00:00;"NO";14.99;13.35;"VL1218";19.87;21.19;"DEFINITIVO";135.00;99.33;"POLIESTER";1999
24455;"ESP000024455";"ESP000024455";"TIFON PRIMERO";"VI-1";"5-96   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;2/2/2000 0:00:00;15/1/2001 0:00:00;27/7/1999 0:00:00;"NO";6.75;;"VL0010";3.28;2.40;"DEFINITIVO";38.00;27.96;"POLIESTER";1996
24457;"ESP000024457";"ESP000024457";"FRAN";"VILL-3";"1-97   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;7/2/2000 0:00:00;7/2/2000 0:00:00;22/9/1999 0:00:00;"NO";9.85;;"VL0010";4.29;5.33;"DEFINITIVO";16.00;11.77;"MADERA";1997
24459;"ESP000024459";"ESP000024459";"NUEVO CARIBE";"VILL-5";"3-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;4/2/2000 0:00:00;4/2/2000 0:00:00;20/9/1999 0:00:00;"NO";10.05;;"VL1012";3.20;4.10;"DEFINITIVO";47.00;34.58;"MADERA";1999
24460;"ESP000024460";"ESP000024460";"MARIA SAN JOSE";"FE-2";"12-99  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;4/2/2000 0:00:00;4/2/2000 0:00:00;9/2/1999 0:00:00;"NO";12.40;10.35;"VL1218";6.43;8.95;"DEFINITIVO";24.00;17.66;"MADERA";1999
24470;"ESP000024470";"ESP000024470";"EL MAKILAN";"VILL-5";"8-98";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;9/2/2000 0:00:00;9/2/2000 0:00:00;27/10/1999 0:00:00;"NO";10.00;;"VL1012";5.55;5.05;"DEFINITIVO";32.00;23.54;"Madera";1998
24472;"ESP000024472";"ESP000024472";"BLANCO VILA";"CO-3";"3-99   ";"EB4810";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;11/2/2000 0:00:00;2/3/2000 0:00:00;15/12/1999 0:00:00;"NO";11.00;9.00;"VL1012";7.93;7.60;"DEFINITIVO";50.00;36.79;"POLIESTER";1999
24473;"ESP000024473";"ESP000024473";"HERMANOS ALONSO MORENO";"HU-2";"5-99   ";"EA2703";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;11/2/2000 0:00:00;14/3/2001 0:00:00;21/1/2000 0:00:00;"NO";22.84;17.05;"VL1824";32.40;85.99;"DEFINITIVO";180.00;132.45;"POLIESTER";1999
24474;"ESP000024474";"ESP000024474";"MANGUITA";"CA-3";"4-97";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;11/2/2000 0:00:00;11/2/2000 0:00:00;21/10/1999 0:00:00;"NO";13.70;;"VL1218";12.36;17.33;"DEFINITIVO";122.00;89.77;"Madera";1999
24475;"ESP000024475";"ESP000024475";"NUEVO BETI IZURDIA";"ST-1";"5-99   ";"EB2738";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;14/2/2000 0:00:00;19/7/2000 0:00:00;16/12/1999 0:00:00;"NO";12.42;10.55;"VL1218";12.85;10.19;"DEFINITIVO";98.00;72.11;"POLIESTER";1999
24476;"ESP000024476";"ESP000024476";"SEGUNDA BELEN";"FE-3";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;17/2/2000 0:00:00;16/1/2002 0:00:00;16/12/1999 0:00:00;"NO";9.20;7.00;"VL0010";4.32;3.70;"DEFINITIVO";37.40;27.52;"POLIESTER";1999
24479;"ESP000024479";"ESP000024479";"YEGUA LOPEZ";"HU-2";"12-99  ";"EB4809";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;23/2/2000 0:00:00;13/2/2002 0:00:00;31/1/2000 0:00:00;"NO";20.92;17.50;"VL1824";14.20;49.09;"DEFINITIVO";130.00;95.65;"POLIESTER";1999
24481;"ESP000024481";"ESP000024481";"LA TATA";"CA-5";"6-99";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;23/2/2000 0:00:00;29/3/2000 0:00:00;3/11/1999 0:00:00;"NO";7.39;5.75;"VL0010";2.66;2.34;"DEFINITIVO";29.00;21.33;"Madera";1999
24482;"ESP000024482";"ESP000024482";"SAN CAMPIO";"CO-7";"1-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;23/2/2000 0:00:00;23/2/2000 0:00:00;28/7/1999 0:00:00;"NO";5.70;4.50;"VL0010";1.60;0.80;"DEFINITIVO";3.79;2.78;"MADERA";1999
24485;"ESP000024485";"ESP000024485";"NUEVO SAN JOSE";"CA-3";"1-99";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;25/2/2000 0:00:00;25/2/2000 0:00:00;17/6/1999 0:00:00;"NO";9.90;;"VL0010";3.82;6.59;"DEFINITIVO";38.00;27.96;"Poliester";1999
24486;"ESP000024486";"ESP000024486";"O SUBRIDO";"VI-4";"7-99";"EA4337";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;28/2/2000 0:00:00;8/5/2000 0:00:00;7/2/2000 0:00:00;"NO";23.50;19.50;"VL1824";49.60;83.26;"DEFINITIVO";394.00;289.91;"Acero";1999
24488;"ESP000024488";"ESP000024488";"HERMANOS MARTIN VARGAS";"HU-3";"8-99   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;3/3/2000 0:00:00;7/11/2001 0:00:00;25/2/2000 0:00:00;"NO";11.10;9.00;"VL1012";6.93;7.59;"DEFINITIVO";120.00;88.30;"POLIESTER";1999
24490;"ESP000024490";"ESP000024490";"BOTINES";"CO-3";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;7/3/2000 0:00:00;7/3/2000 0:00:00;7/5/1999 0:00:00;"NO";9.25;7.79;"VL0010";4.42;3.18;"DEFINITIVO";20.00;14.71;"POLIESTER";1999
24491;"ESP000024491";"ESP000024491";"MARSUA J";"VI-6";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;7/3/2000 0:00:00;1/2/2001 0:00:00;7/2/2000 0:00:00;"NO";6.75;5.80;"VL0010";2.94;1.99;"DEFINITIVO";24.00;17.66;"POLIESTER";1999
24492;"ESP000024492";"ESP000024492";"BENYJOR";"GI-8";"12-99";;"3";"PALANGRE DE FONDO EN CANTABRICO NW";"1";"PALANGRE";"Alta Definitiva";;7/3/2000 0:00:00;26/5/2000 0:00:00;16/1/2000 0:00:00;"NO";10.58;9.00;"VL1012";6.03;6.25;"DEFINITIVO";85.00;62.54;"Acero";2000
24493;"ESP000024493";"ESP000024493";"ADRIANA TERCERO";"GI-7";"4-99   ";"EB5055";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;7/3/2000 0:00:00;7/5/2001 0:00:00;16/2/2000 0:00:00;"NO";10.98;7.95;"VL1012";5.02;6.27;"DEFINITIVO";60.00;44.15;"ACERO";2000
24495;"ESP000024495";"ESP000024495";"SAN MARTIÑO DOUS";"CO-5";"4-99   ";"EB4811";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;9/3/2000 0:00:00;18/4/2000 0:00:00;27/12/1999 0:00:00;"NO";16.00;13.50;"VL1218";24.06;51.41;"DEFINITIVO";128.00;94.18;"ACERO";1999
24496;"ESP000024496";"ESP000024496";"NUEVO HERMANOS SUAREZ";"GI-8";"11-99  ";"EB4651";"3";"PALANGRE DE FONDO EN CANTABRICO NW";"1";"PALANGRE";"ALTA DEFINITIVA";;9/3/2000 0:00:00;21/5/2002 0:00:00;30/11/1999 0:00:00;"NO";15.10;11.50;"VL1218";19.90;17.92;"DEFINITIVO";90.00;66.22;"ACERO";1999
24501;"ESP000024501";"ESP000024501";"GARRINTXO ETA ZOMORRO";"SS-1";"6-99";"EB2473";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;14/3/2000 0:00:00;13/7/2000 0:00:00;26/1/2000 0:00:00;"NO";14.80;12.30;"VL1218";17.71;16.85;"DEFINITIVO";133.00;97.86;"Poliester";2000
24502;"ESP000024502";"ESP000024502";"NUEVO FELIZ VIAJE";"CO-7";"5-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;14/3/2000 0:00:00;14/3/2000 0:00:00;11/1/2000 0:00:00;"NO";9.25;7.80;"VL0010";3.60;3.79;"DEFINITIVO";24.00;17.66;"MADERA";1999
24505;"ESP000024505";"ESP000024505";"LOS CHAPES";"HU-2";"13-99  ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;17/3/2000 0:00:00;9/1/2002 0:00:00;28/1/2000 0:00:00;"NO";12.52;10.18;"VL1218";9.79;10.57;"DEFINITIVO";75.00;55.18;"POLIESTER";1999
24507;"ESP000024507";"ESP000024507";"SEGMON";"GI-8";"1-00   ";"EA3299";"3";"PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.";"6";"FIJAS";"ALTA DEFINITIVA";;17/3/2000 0:00:00;11/1/2002 0:00:00;8/3/2000 0:00:00;"NO";22.00;18.00;"VL1824";80.51;120.32;"DEFINITIVO";420.00;309.05;"ACERO";2000
24510;"ESP000024510";"ESP000024510";"NUEVO ATALAYA";"GI-2";"1-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;22/3/2000 0:00:00;2/3/2001 0:00:00;15/2/2000 0:00:00;"NO";10.51;9.08;"VL1012";10.25;6.63;"DEFINITIVO";30.00;22.07;"POLIESTER";1999
24513;"ESP000024513";"ESP000024513";"JUPITER TERCERO";"CO-5";"5-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;22/3/2000 0:00:00;25/4/2000 0:00:00;1/3/2000 0:00:00;"NO";14.60;12.00;"VL1218";18.84;22.49;"DEFINITIVO";230.00;169.24;"MADERA";1999
24514;"ESP000024514";"ESP000024514";"ARLANPI";"BI-4";"1-99";"EA4156";"3";"PALANGRE DE FONDO EN CANTABRICO NW";"1";"PALANGRE";"Alta Definitiva";;23/3/2000 0:00:00;14/6/2000 0:00:00;3/2/2000 0:00:00;"NO";23.00;18.00;"VL1824";65.07;79.10;"DEFINITIVO";365.00;268.57;"Acero";2000
24515;"ESP000024515";"ESP000024515";"ALMIRANTE BERRIA";"BI-2";"6-99   ";"EA4240";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;23/3/2000 0:00:00;2/7/2002 0:00:00;21/1/2000 0:00:00;"NO";26.50;21.90;"VL2440";75.46;114.23;"DEFINITIVO";480.00;353.20;"ACERO";1999
24517;"ESP000024517";"ESP000024517";"PUNTA LOS PILIS";"ST-4";"2-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;27/3/2000 0:00:00;26/4/2002 0:00:00;25/2/2000 0:00:00;"NO";10.80;9.05;"VL1012";5.86;7.50;"DEFINITIVO";60.00;44.15;"POLIESTER";1999
24518;"ESP000024518";"ESP000024518";"ITSAS EDER";"SS-1";"5-99   ";"EAXX";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;27/3/2000 0:00:00;6/9/2000 0:00:00;8/3/2000 0:00:00;"NO";31.00;25.00;"VL2440";148.01;154.00;"DEFINITIVO";500.00;367.91;"ACERO";2000
24520;"ESP000024520";"ESP000024520";"BOCANEGRA PRIMERO";"CA-1";"5-99   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;27/3/2000 0:00:00;8/5/2000 0:00:00;15/7/1999 0:00:00;"NO";13.00;11.00;"VL1218";6.76;12.97;"DEFINITIVO";35.00;25.75;"POLIESTER";1999
24522;"ESP000024522";"ESP000024522";"HERMANOS CORDERO GIL";"HU-3";"1-99";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"Alta Definitiva";;30/3/2000 0:00:00;30/3/2000 0:00:00;22/11/1999 0:00:00;"NO";13.00;0.00;"VL1218";8.34;12.97;"DEFINITIVO";90.00;66.22;"Poliester";1999
24525;"ESP000024525";"ESP000024525";"NOA S";"VI-4";"6-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;30/3/2000 0:00:00;31/5/2000 0:00:00;3/3/2000 0:00:00;"NO";10.55;9.00;"VL1012";6.67;7.54;"DEFINITIVO";75.00;55.18;"POLIESTER";1999
24526;"ESP000024526";"ESP000024526";"CONCHI Y ANTONIO";"SE-1";"1-99   ";"EA2586";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;31/3/2000 0:00:00;16/10/2001 0:00:00;14/2/2000 0:00:00;"NO";17.60;;"VL1218";31.33;35.35;"DEFINITIVO";136.00;100.07;"POLIESTER";1999
24527;"ESP000024527";"ESP000024527";"O MARIÑEIRO DOUS";"CO-6";"2-99";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;5/4/2000 0:00:00;5/4/2000 0:00:00;11/3/1999 0:00:00;"NO";10.60;;"VL1012";7.50;7.35;"DEFINITIVO";90.00;66.22;"Madera";1999
24529;"ESP000024529";"ESP000024529";"MARIA PIEDAD PRIMERA";"GI-5";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;5/4/2000 0:00:00;20/10/2000 0:00:00;16/3/2000 0:00:00;"NO";8.71;;"VL0010";5.13;3.01;"DEFINITIVO";65.00;47.82;"MADERA";1999
24534;"ESP000024534";"ESP000024534";"O CIELITO";"GI-4";"1-00   ";"EB2796";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;14/4/2000 0:00:00;11/10/2011 0:00:00;2/3/2000 0:00:00;"NO";10.40;8.68;"VL1012";5.09;5.23;"DEFINITIVO";100.00;73.58;"POLIESTER";2000
24540;"ESP000024540";"ESP000024540";"MARUXIA SEGUNDO";"BI-2";"3-00";"EA4793";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;19/4/2000 0:00:00;19/9/2000 0:00:00;11/4/2000 0:00:00;"NO";22.51;18.10;"VL1824";46.82;62.40;"DEFINITIVO";240.00;176.60;"Acero";1990
24541;"ESP000024541";"ESP000024541";"MARI ERROTA";"BI-1";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;26/4/2000 0:00:00;7/2/2001 0:00:00;4/4/2000 0:00:00;"NO";7.92;;"VL0010";5.61;2.57;"DEFINITIVO";20.00;14.71;"POLIESTER";2000
24545;"ESP000024545";"ESP000024545";"CREADOR";"ST-3";"1-00   ";"EAYI";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;26/4/2000 0:00:00;28/1/2002 0:00:00;17/4/2000 0:00:00;"NO";28.37;22.81;"VL2440";118.53;130.02;"DEFINITIVO";420.00;309.05;"ACERO";2000
24546;"ESP000024546";"ESP000024546";"SEGUNDO POSEIDON";"CO-5";"2-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;27/4/2000 0:00:00;4/9/2000 0:00:00;25/4/2000 0:00:00;"NO";10.20;;"VL1012";6.61;6.78;"DEFINITIVO";48.00;35.32;"MADERA";2000
24547;"ESP000024547";"ESP000024547";"ALONDRA";"FE-1";"1-00   ";"EB4905";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;27/4/2000 0:00:00;14/6/2000 0:00:00;10/4/2000 0:00:00;"NO";12.70;;"VL1218";7.98;11.27;"DEFINITIVO";60.00;44.15;"ACERO";1999
24551;"ESP000024551";"ESP000024551";"NUEVO DORA";"VI-1";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;4/5/2000 0:00:00;4/5/2000 0:00:00;25/3/1999 0:00:00;"NO";7.00;;"VL0010";2.72;1.89;"DEFINITIVO";24.00;17.66;"POLIESTER";1999
24552;"ESP000024552";"ESP000024552";"NUEVO VERTE";"CO-7";"2-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;4/5/2000 0:00:00;4/5/2000 0:00:00;18/2/2000 0:00:00;"NO";9.27;7.60;"VL0010";3.77;3.48;"DEFINITIVO";26.70;19.64;"MADERA";2000
24556;"ESP000024556";"ESP000024556";"PUNTA CANCELADA";"GI-6";"1-00";"EADY";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;10/5/2000 0:00:00;29/4/2002 0:00:00;17/4/2000 0:00:00;"NO";25.75;20.90;"VL2440";77.52;124.00;"DEFINITIVO";420.00;309.05;"Acero";2000
24561;"ESP000024561";"ESP000024561";"PITTAR";"SS-1";"4-99   ";"EAXC";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;16/5/2000 0:00:00;15/4/2002 0:00:00;15/3/2000 0:00:00;"NO";28.00;23.42;"VL2440";128.64;139.00;"DEFINITIVO";500.00;367.91;"POLIESTER";1999
