ESPCOD;ESPDESTAX;PUECOD;PUEDES;ESPCAT;TIPPROCOD
10433;Lichia amia;0106;Algeciras;0102;ENTERO
10433;Lichia amia;0106;Algeciras;0101;ENTERO
10433;Lichia amia;0103;Barbate;0101;ENTERO
10433;Lichia amia;0101;Cádiz;0101;ENTERO
10433;Lichia amia;0918;A Coruña (Camiones);0901;ENTERO
10433;Lichia amia;0907;A Coruña;0901;ENTERO
10433;Lichia amia;0117;Rota;0101;ENTERO
10433;Lichia amia;0120;Chipiona;0101;ENTERO
10433;Lichia amia;0110;Isla Cristina;0101;ENTERO
10433;Lichia amia;0104;Conil de la Frontera;0101;ENTERO
10433;Lichia amia;0105;Tarifa;0101;ENTERO
10433;Lichia amia;0118;Puerto de Santa María;0101;ENTERO
10433;Lichia amia;0114;Punta Umbría;0101;ENTERO
10433;Lichia amia;0112;Huelva;0101;ENTERO
10463;Sciaena umbra;0116;Sanlúcar de Barrameda;0101;ENTERO
10474;Argyrosomus regius;0118;Puerto de Santa María;0113;ENTERO
10474;Argyrosomus regius;0118;Puerto de Santa María;0112;ENTERO
10474;Argyrosomus regius;0118;Puerto de Santa María;0111;ENTERO
10474;Argyrosomus regius;0109;Ayamonte;0113;ENTERO
10474;Argyrosomus regius;0109;Ayamonte;0112;ENTERO
10474;Argyrosomus regius;0109;Ayamonte;0111;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0113;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0112;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0111;ENTERO
10474;Argyrosomus regius;0114;Punta Umbría;0113;ENTERO
10474;Argyrosomus regius;0114;Punta Umbría;0112;ENTERO
10474;Argyrosomus regius;0114;Punta Umbría;0111;ENTERO
10474;Argyrosomus regius;0110;Isla Cristina;0113;ENTERO
10474;Argyrosomus regius;0110;Isla Cristina;0112;ENTERO
10474;Argyrosomus regius;0110;Isla Cristina;0111;ENTERO
10474;Argyrosomus regius;1322;Bermeo;1301;ENTERO
10474;Argyrosomus regius;1313;Pasajes;1301;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1315;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1314;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1313;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1312;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1311;ENTERO
10474;Argyrosomus regius;1420;Luarca;1411;ENTERO
10474;Argyrosomus regius;1420;Luarca;1412;ENTERO
10474;Argyrosomus regius;0402;Santander;0412;ENTERO
10474;Argyrosomus regius;0409;Santoña;0401;ENTERO
10474;Argyrosomus regius;1420;Luarca;1401;ENTERO
10474;Argyrosomus regius;1425;Lastres;1401;ENTERO
10474;Argyrosomus regius;1424;Ribadesella;1401;ENTERO
10474;Argyrosomus regius;1423;Llanes;1401;ENTERO
10474;Argyrosomus regius;1418;Avilés;1401;ENTERO
10474;Argyrosomus regius;1405;Luanco;1401;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1304;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1303;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1302;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1301;ENTERO
10474;Argyrosomus regius;0922;Vigo;0901;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1306;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1305;ENTERO
10474;Argyrosomus regius;1418;Avilés;1411;ENTERO
10474;Argyrosomus regius;1318;Ondarroa;1307;ENTERO
10474;Argyrosomus regius;0909;Malpica de Bergantiños;0901;ENTERO
10474;Argyrosomus regius;0976;A Garda;0901;ENTERO
10474;Argyrosomus regius;0919;Cambados;0901;ENTERO
10474;Argyrosomus regius;0974;Baiona;0901;ENTERO
10474;Argyrosomus regius;0966;Cangas;0901;ENTERO
10474;Argyrosomus regius;0965;Bueu;0901;ENTERO
10474;Argyrosomus regius;0958;O Grove;0901;ENTERO
10474;Argyrosomus regius;0920;Portonovo;0901;ENTERO
10474;Argyrosomus regius;0905;Ferrol;0901;ENTERO
10474;Argyrosomus regius;0904;Cedeira;0901;ENTERO
10474;Argyrosomus regius;0974;Baiona;0902;ENTERO
10474;Argyrosomus regius;0918;A Coruña (Camiones);0901;ENTERO
10474;Argyrosomus regius;0907;A Coruña;0901;ENTERO
10474;Argyrosomus regius;0917;Santa Eugenia de Ribeira;0901;ENTERO
10474;Argyrosomus regius;0976;A Garda;0902;ENTERO
10474;Argyrosomus regius;0109;Ayamonte;0101;ENTERO
10474;Argyrosomus regius;0906;Sada;0901;ENTERO
10474;Argyrosomus regius;0402;Santander;0401;ENTERO
10474;Argyrosomus regius;0402;Santander;0411;ENTERO
10474;Argyrosomus regius;0120;Chipiona;0101;ENTERO
10474;Argyrosomus regius;0114;Punta Umbría;0101;ENTERO
10474;Argyrosomus regius;0117;Rota;0101;ENTERO
10474;Argyrosomus regius;0110;Isla Cristina;0102;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0103;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0102;ENTERO
10474;Argyrosomus regius;1417;Gijón;1401;ENTERO
10474;Argyrosomus regius;0903;Cariño;0901;ENTERO
10474;Argyrosomus regius;0910;Lage;0901;ENTERO
10474;Argyrosomus regius;0915;Portosín;0901;ENTERO
10474;Argyrosomus regius;0913;Finisterre;0901;ENTERO
10474;Argyrosomus regius;0912;Muxía;0901;ENTERO
10474;Argyrosomus regius;1417;Gijón;1411;ENTERO
10474;Argyrosomus regius;0112;Huelva;0101;ENTERO
10474;Argyrosomus regius;0118;Puerto de Santa María;0101;ENTERO
10474;Argyrosomus regius;0101;Cádiz;0101;ENTERO
10474;Argyrosomus regius;0106;Algeciras;0101;ENTERO
10474;Argyrosomus regius;0101;Cádiz;0102;ENTERO
10474;Argyrosomus regius;0103;Barbate;0101;ENTERO
10474;Argyrosomus regius;0104;Conil de la Frontera;0101;ENTERO
10474;Argyrosomus regius;0105;Tarifa;0101;ENTERO
10474;Argyrosomus regius;0116;Sanlúcar de Barrameda;0101;ENTERO
10474;Argyrosomus regius;0110;Isla Cristina;0101;ENTERO
10488;Pagellus erythrinus;1320;Lequeitio;1301;ENTERO
10488;Pagellus erythrinus;1317;Motrico;1301;ENTERO
10488;Pagellus erythrinus;1313;Pasajes;1313;ENTERO
10488;Pagellus erythrinus;1313;Pasajes;1312;ENTERO
10488;Pagellus erythrinus;1313;Pasajes;1311;ENTERO
10488;Pagellus erythrinus;0103;Barbate;0113;ENTERO
10488;Pagellus erythrinus;0103;Barbate;0112;ENTERO
10488;Pagellus erythrinus;0103;Barbate;0111;ENTERO
10488;Pagellus erythrinus;1326;Santurce;1301;ENTERO
10488;Pagellus erythrinus;1324;Arminza;1301;ENTERO
10488;Pagellus erythrinus;1313;Pasajes;1301;ENTERO
10488;Pagellus erythrinus;1322;Bermeo;1301;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1416;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1416;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1415;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1414;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1413;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1412;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1411;ENTERO
10488;Pagellus erythrinus;1318;Ondarroa;1313;ENTERO
10488;Pagellus erythrinus;1318;Ondarroa;1312;ENTERO
10488;Pagellus erythrinus;1318;Ondarroa;1311;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1416;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1415;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1414;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1413;ENTERO
10488;Pagellus erythrinus;1425;Lastres;1402;ENTERO
10488;Pagellus erythrinus;1405;Luanco;1402;ENTERO
10488;Pagellus erythrinus;0408;Colindres;0401;ENTERO
10488;Pagellus erythrinus;0109;Ayamonte;0112;ENTERO
10488;Pagellus erythrinus;0109;Ayamonte;0111;ENTERO
10488;Pagellus erythrinus;0921;Marín;0901;ENTERO
10488;Pagellus erythrinus;0402;Santander;0413;ENTERO
10488;Pagellus erythrinus;0402;Santander;0412;ENTERO
10488;Pagellus erythrinus;0402;Santander;0411;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1412;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1411;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1415;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1414;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1413;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1412;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1411;ENTERO
10488;Pagellus erythrinus;1405;Luanco;1401;ENTERO
10488;Pagellus erythrinus;0909;Malpica de Bergantiños;0901;ENTERO
10488;Pagellus erythrinus;1318;Ondarroa;1302;ENTERO
10488;Pagellus erythrinus;0105;Tarifa;0101;ENTERO
10488;Pagellus erythrinus;0102;San Fernando;0101;ENTERO
10488;Pagellus erythrinus;0109;Ayamonte;0101;ENTERO
10488;Pagellus erythrinus;0904;Cedeira;0901;ENTERO
10488;Pagellus erythrinus;1318;Ondarroa;1301;ENTERO
10488;Pagellus erythrinus;0402;Santander;0415;ENTERO
10488;Pagellus erythrinus;0402;Santander;0414;ENTERO
10488;Pagellus erythrinus;0918;A Coruña (Camiones);0901;ENTERO
10488;Pagellus erythrinus;0907;A Coruña;0901;ENTERO
10488;Pagellus erythrinus;0976;A Garda;0901;ENTERO
10488;Pagellus erythrinus;0923;Ribadeo;0902;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1402;ENTERO
10488;Pagellus erythrinus;0407;Laredo;0410;ENTERO
10488;Pagellus erythrinus;0911;Camariñas;0901;ENTERO
10488;Pagellus erythrinus;1325;Bilbao;1301;ENTERO
10488;Pagellus erythrinus;1315;San Sebastián;1301;ENTERO
10488;Pagellus erythrinus;0923;Ribadeo;0901;ENTERO
10488;Pagellus erythrinus;0110;Isla Cristina;0101;ENTERO
10488;Pagellus erythrinus;0117;Rota;0101;ENTERO
10488;Pagellus erythrinus;0114;Punta Umbría;0101;ENTERO
10488;Pagellus erythrinus;0103;Barbate;0101;ENTERO
10488;Pagellus erythrinus;0120;Chipiona;0101;ENTERO
10488;Pagellus erythrinus;0104;Conil de la Frontera;0101;ENTERO
10488;Pagellus erythrinus;0116;Sanlúcar de Barrameda;0101;ENTERO
10488;Pagellus erythrinus;0407;Laredo;0401;ENTERO
10488;Pagellus erythrinus;1412;Ortiguera;1402;ENTERO
10488;Pagellus erythrinus;1402;Tazones;1402;ENTERO
10488;Pagellus erythrinus;1411;Puerto de la Vega;1402;ENTERO
10488;Pagellus erythrinus;1402;Tazones;1401;ENTERO
10488;Pagellus erythrinus;0922;Vigo;0901;ENTERO
10488;Pagellus erythrinus;0928;San Ciprián;0903;ENTERO
10488;Pagellus erythrinus;0928;San Ciprián;0902;ENTERO
10488;Pagellus erythrinus;0905;Ferrol;0903;ENTERO
10488;Pagellus erythrinus;0905;Ferrol;0902;ENTERO
10488;Pagellus erythrinus;0928;San Ciprián;0901;ENTERO
10488;Pagellus erythrinus;0926;Cillero;0903;ENTERO
10488;Pagellus erythrinus;0926;Cillero;0902;ENTERO
10488;Pagellus erythrinus;0905;Ferrol;0901;ENTERO
10488;Pagellus erythrinus;0926;Cillero;0901;ENTERO
10488;Pagellus erythrinus;0903;Cariño;0902;ENTERO
10488;Pagellus erythrinus;0903;Cariño;0901;ENTERO
10488;Pagellus erythrinus;0903;Cariño;0903;ENTERO
10488;Pagellus erythrinus;1412;Ortiguera;1401;ENTERO
10488;Pagellus erythrinus;1406;Candás;1402;ENTERO
10488;Pagellus erythrinus;1406;Candás;1401;ENTERO
10488;Pagellus erythrinus;1418;Avilés;1401;ENTERO
10488;Pagellus erythrinus;1411;Puerto de la Vega;1401;ENTERO
10488;Pagellus erythrinus;1424;Ribadesella;1402;ENTERO
10488;Pagellus erythrinus;1421;Tapia de Casariego;1401;ENTERO
10488;Pagellus erythrinus;1419;Cudillero;1402;ENTERO
10488;Pagellus erythrinus;0402;Santander;0401;ENTERO
10488;Pagellus erythrinus;0112;Huelva;0101;ENTERO
10488;Pagellus erythrinus;0118;Puerto de Santa María;0101;ENTERO
10488;Pagellus erythrinus;0101;Cádiz;0101;ENTERO
10488;Pagellus erythrinus;0106;Algeciras;0101;ENTERO
10488;Pagellus erythrinus;0112;Huelva;0102;ENTERO
10488;Pagellus erythrinus;0118;Puerto de Santa María;0102;ENTERO
10488;Pagellus erythrinus;0101;Cádiz;0102;ENTERO
10488;Pagellus erythrinus;0106;Algeciras;0102;ENTERO
10488;Pagellus erythrinus;0406;Castro Urdiales;0401;ENTERO
10488;Pagellus erythrinus;1425;Lastres;1401;ENTERO
10488;Pagellus erythrinus;1424;Ribadesella;1401;ENTERO
10488;Pagellus erythrinus;1423;Llanes;1401;ENTERO
10488;Pagellus erythrinus;1422;Bustio;1401;ENTERO
10488;Pagellus erythrinus;1420;Luarca;1401;ENTERO
10488;Pagellus erythrinus;1419;Cudillero;1401;ENTERO
10488;Pagellus erythrinus;1417;Gijón;1401;ENTERO
10488;Pagellus erythrinus;0409;Santoña;0401;ENTERO
10488;Pagellus erythrinus;0405;San Vicente de la Barquera;0401;ENTERO
10488;Pagellus erythrinus;0404;Comillas;0401;ENTERO
10488;Pagellus erythrinus;0403;Suances;0401;ENTERO
10493;Diplodus annularis;1324;Arminza;1301;ENTERO
10493;Diplodus annularis;1322;Bermeo;1301;ENTERO
10493;Diplodus annularis;1417;Gijón;1401;ENTERO
10493;Diplodus annularis;0104;Conil de la Frontera;0101;ENTERO
10493;Diplodus annularis;0104;Conil de la Frontera;0102;ENTERO
10493;Diplodus annularis;0114;Punta Umbría;0101;ENTERO
10493;Diplodus annularis;1425;Lastres;1401;ENTERO
10493;Diplodus annularis;0404;Comillas;0402;ENTERO
10493;Diplodus annularis;0405;San Vicente de la Barquera;0401;ENTERO
10493;Diplodus annularis;0116;Sanlúcar de Barrameda;0101;ENTERO
10493;Diplodus annularis;0404;Comillas;0401;ENTERO
10497;Diplodus puntazzo;1322;Bermeo;1301;ENTERO
10497;Diplodus puntazzo;1326;Santurce;1313;ENTERO
10497;Diplodus puntazzo;1326;Santurce;1312;ENTERO
10497;Diplodus puntazzo;1326;Santurce;1311;ENTERO
10497;Diplodus puntazzo;1322;Bermeo;1313;ENTERO
10497;Diplodus puntazzo;1322;Bermeo;1312;ENTERO
10497;Diplodus puntazzo;1322;Bermeo;1311;ENTERO
10497;Diplodus puntazzo;1318;Ondarroa;1312;ENTERO
10497;Diplodus puntazzo;1318;Ondarroa;1311;ENTERO
10497;Diplodus puntazzo;1320;Lequeitio;1301;ENTERO
10497;Diplodus puntazzo;1324;Arminza;1301;ENTERO
10497;Diplodus puntazzo;1326;Santurce;1301;ENTERO
10497;Diplodus puntazzo;1313;Pasajes;1301;ENTERO
10497;Diplodus puntazzo;1318;Ondarroa;1301;ENTERO
10497;Diplodus puntazzo;0103;Barbate;0101;ENTERO
10497;Diplodus puntazzo;0104;Conil de la Frontera;0101;ENTERO
10497;Diplodus puntazzo;0116;Sanlúcar de Barrameda;0101;ENTERO
10497;Diplodus puntazzo;0117;Rota;0101;ENTERO
10497;Diplodus puntazzo;0112;Huelva;0101;ENTERO
10497;Diplodus puntazzo;0118;Puerto de Santa María;0101;ENTERO
10497;Diplodus puntazzo;0109;Ayamonte;0101;ENTERO
10497;Diplodus puntazzo;0101;Cádiz;0102;ENTERO
10497;Diplodus puntazzo;0101;Cádiz;0101;ENTERO
10497;Diplodus puntazzo;0114;Punta Umbría;0101;ENTERO
10497;Diplodus puntazzo;0120;Chipiona;0101;ENTERO
10511;Pagrus caeruleostictus;0101;Cádiz;0101;ENTERO
10532;Sarpa salpa;1313;Pasajes;1301;ENTERO
10532;Sarpa salpa;1418;Avilés;1412;ENTERO
10532;Sarpa salpa;1318;Ondarroa;1304;ENTERO
10532;Sarpa salpa;1318;Ondarroa;1303;ENTERO
10532;Sarpa salpa;0407;Laredo;0401;ENTERO
10532;Sarpa salpa;0402;Santander;0411;ENTERO
10532;Sarpa salpa;0405;San Vicente de la Barquera;0401;ENTERO
10532;Sarpa salpa;1423;Llanes;1401;ENTERO
10532;Sarpa salpa;0922;Vigo;0901;ENTERO
10532;Sarpa salpa;1420;Luarca;1401;ENTERO
10532;Sarpa salpa;1418;Avilés;1411;ENTERO
10532;Sarpa salpa;1417;Gijón;1411;ENTERO
10532;Sarpa salpa;1318;Ondarroa;1302;ENTERO
10532;Sarpa salpa;0907;A Coruña;0901;ENTERO
10532;Sarpa salpa;0918;A Coruña (Camiones);0901;ENTERO
10532;Sarpa salpa;0965;Bueu;0901;ENTERO
10532;Sarpa salpa;1318;Ondarroa;1301;ENTERO
10532;Sarpa salpa;0109;Ayamonte;0101;ENTERO
10532;Sarpa salpa;0106;Algeciras;0101;ENTERO
10532;Sarpa salpa;0409;Santoña;0401;ENTERO
10532;Sarpa salpa;0120;Chipiona;0101;ENTERO
10532;Sarpa salpa;0402;Santander;0401;ENTERO
10532;Sarpa salpa;0117;Rota;0101;ENTERO
10532;Sarpa salpa;0114;Punta Umbría;0101;ENTERO
10532;Sarpa salpa;0923;Ribadeo;0901;ENTERO
10532;Sarpa salpa;0915;Portosín;0902;ENTERO
10532;Sarpa salpa;0915;Portosín;0901;ENTERO
10532;Sarpa salpa;0914;Muros;0902;ENTERO
10532;Sarpa salpa;0914;Muros;0901;ENTERO
10532;Sarpa salpa;1418;Avilés;1401;ENTERO
10532;Sarpa salpa;0920;Portonovo;0902;ENTERO
10532;Sarpa salpa;0920;Portonovo;0901;ENTERO
10532;Sarpa salpa;0919;Cambados;0902;ENTERO
10532;Sarpa salpa;0919;Cambados;0901;ENTERO
10532;Sarpa salpa;0906;Sada;0901;ENTERO
10532;Sarpa salpa;0101;Cádiz;0101;ENTERO
10532;Sarpa salpa;0118;Puerto de Santa María;0101;ENTERO
10532;Sarpa salpa;0112;Huelva;0101;ENTERO
10532;Sarpa salpa;0103;Barbate;0101;ENTERO
10532;Sarpa salpa;0104;Conil de la Frontera;0101;ENTERO
10532;Sarpa salpa;0105;Tarifa;0101;ENTERO
10532;Sarpa salpa;0116;Sanlúcar de Barrameda;0101;ENTERO
10532;Sarpa salpa;0110;Isla Cristina;0101;ENTERO
10532;Sarpa salpa;1417;Gijón;1401;ENTERO
10535;Spicara spp;0103;Barbate;0101;ENTERO
10535;Spicara spp;0101;Cádiz;0101;ENTERO
10535;Spicara spp;0110;Isla Cristina;0101;ENTERO
10541;Mullus surmuletus;1324;Arminza;1301;ENTERO
10541;Mullus surmuletus;1322;Bermeo;1312;ENTERO
10541;Mullus surmuletus;1322;Bermeo;1311;ENTERO
10541;Mullus surmuletus;1313;Pasajes;1313;ENTERO
10541;Mullus surmuletus;1313;Pasajes;1312;ENTERO
10541;Mullus surmuletus;1313;Pasajes;1311;ENTERO
10541;Mullus surmuletus;1317;Motrico;1301;ENTERO
10541;Mullus surmuletus;1322;Bermeo;1301;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1312;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1316;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1315;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1314;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1313;ENTERO
10541;Mullus surmuletus;0929;Vicedo;0901;ENTERO
10541;Mullus surmuletus;1316;Guetaria;1301;ENTERO
10541;Mullus surmuletus;0933;Barallobre;0901;ENTERO
10541;Mullus surmuletus;0934;Mugardos;0901;ENTERO
10541;Mullus surmuletus;0927;Barqueiro-Bares;0901;ENTERO
10541;Mullus surmuletus;0951;Puebla del Caramiñal;0901;ENTERO
10541;Mullus surmuletus;1321;Mundaca;1301;ENTERO
10541;Mullus surmuletus;1326;Santurce;1301;ENTERO
10541;Mullus surmuletus;1409;San Juan de la Arena;1401;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1309;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1308;ENTERO
10541;Mullus surmuletus;0117;Rota;0101;ENTERO
10541;Mullus surmuletus;0104;Conil de la Frontera;0101;ENTERO
10541;Mullus surmuletus;0103;Barbate;0101;ENTERO
10541;Mullus surmuletus;0402;Santander;0413;ENTERO
10541;Mullus surmuletus;0402;Santander;0412;ENTERO
10541;Mullus surmuletus;0402;Santander;0411;ENTERO
10541;Mullus surmuletus;1418;Avilés;1413;ENTERO
10541;Mullus surmuletus;1418;Avilés;1412;ENTERO
10541;Mullus surmuletus;1418;Avilés;1411;ENTERO
10541;Mullus surmuletus;1417;Gijón;1414;ENTERO
10541;Mullus surmuletus;1417;Gijón;1413;ENTERO
10541;Mullus surmuletus;1417;Gijón;1412;ENTERO
10541;Mullus surmuletus;1417;Gijón;1411;ENTERO
10541;Mullus surmuletus;1417;Gijón;1417;ENTERO
10541;Mullus surmuletus;1417;Gijón;1416;ENTERO
10541;Mullus surmuletus;0105;Tarifa;0101;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1311;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1310;ENTERO
10541;Mullus surmuletus;1417;Gijón;1415;ENTERO
10541;Mullus surmuletus;0943;Corcubión;0901;ENTERO
10541;Mullus surmuletus;0114;Punta Umbría;0102;ENTERO
10541;Mullus surmuletus;0110;Isla Cristina;0102;ENTERO
10541;Mullus surmuletus;0120;Chipiona;0101;ENTERO
10541;Mullus surmuletus;0101;Cádiz;0101;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1307;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1306;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1305;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1304;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1303;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1302;ENTERO
10541;Mullus surmuletus;0109;Ayamonte;0101;ENTERO
10541;Mullus surmuletus;9901;Desconocido Español;9901;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0907;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0906;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0905;ENTERO
10541;Mullus surmuletus;0118;Puerto de Santa María;0101;ENTERO
10541;Mullus surmuletus;0114;Punta Umbría;0101;ENTERO
10541;Mullus surmuletus;1320;Lequeitio;1301;ENTERO
10541;Mullus surmuletus;1318;Ondarroa;1301;ENTERO
10541;Mullus surmuletus;1313;Pasajes;1301;ENTERO
10541;Mullus surmuletus;0941;Corme;0901;ENTERO
10541;Mullus surmuletus;0922;Vigo;0902;ENTERO
10541;Mullus surmuletus;0110;Isla Cristina;0101;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0904;ENTERO
10541;Mullus surmuletus;0918;A Coruña (Camiones);0904;ENTERO
10541;Mullus surmuletus;0902;Viveiro;0901;ENTERO
10541;Mullus surmuletus;0976;A Garda;0904;ENTERO
10541;Mullus surmuletus;0922;Vigo;0901;ENTERO
10541;Mullus surmuletus;1310;Zumaya;1301;ENTERO
10541;Mullus surmuletus;1315;San Sebastián;1301;ENTERO
10541;Mullus surmuletus;0967;Aldán-Hio;0901;ENTERO
10541;Mullus surmuletus;0409;Santoña;0402;ENTERO
10541;Mullus surmuletus;0913;Finisterre;0904;ENTERO
10541;Mullus surmuletus;0106;Algeciras;0101;ENTERO
10541;Mullus surmuletus;0112;Huelva;0101;ENTERO
10541;Mullus surmuletus;0116;Sanlúcar de Barrameda;0101;ENTERO
10541;Mullus surmuletus;0918;A Coruña (Camiones);0901;ENTERO
10541;Mullus surmuletus;0918;A Coruña (Camiones);0903;ENTERO
10541;Mullus surmuletus;0918;A Coruña (Camiones);0902;ENTERO
10541;Mullus surmuletus;1425;Lastres;1402;ENTERO
10541;Mullus surmuletus;1413;Viavélez;1401;ENTERO
10541;Mullus surmuletus;1402;Tazones;1401;ENTERO
10541;Mullus surmuletus;1410;Oviñana;1402;ENTERO
10541;Mullus surmuletus;1410;Oviñana;1401;ENTERO
10541;Mullus surmuletus;0917;Santa Eugenia de Ribeira;0903;ENTERO
10541;Mullus surmuletus;0917;Santa Eugenia de Ribeira;0902;ENTERO
10541;Mullus surmuletus;0908;Cayón;0901;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0903;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0902;ENTERO
10541;Mullus surmuletus;0917;Santa Eugenia de Ribeira;0901;ENTERO
10541;Mullus surmuletus;0907;A Coruña;0901;ENTERO
10541;Mullus surmuletus;0928;San Ciprián;0903;ENTERO
10541;Mullus surmuletus;0928;San Ciprián;0902;ENTERO
10541;Mullus surmuletus;0915;Portosín;0903;ENTERO
10541;Mullus surmuletus;0915;Portosín;0902;ENTERO
10541;Mullus surmuletus;0905;Ferrol;0903;ENTERO
10541;Mullus surmuletus;0905;Ferrol;0902;ENTERO
10541;Mullus surmuletus;0976;A Garda;0903;ENTERO
10541;Mullus surmuletus;0976;A Garda;0902;ENTERO
10541;Mullus surmuletus;0928;San Ciprián;0901;ENTERO
10541;Mullus surmuletus;0926;Cillero;0903;ENTERO
10541;Mullus surmuletus;0926;Cillero;0902;ENTERO
10541;Mullus surmuletus;0915;Portosín;0901;ENTERO
10541;Mullus surmuletus;0914;Muros;0903;ENTERO
10541;Mullus surmuletus;0914;Muros;0902;ENTERO
10541;Mullus surmuletus;0906;Sada;0903;ENTERO
10541;Mullus surmuletus;0906;Sada;0902;ENTERO
10541;Mullus surmuletus;0976;A Garda;0901;ENTERO
10541;Mullus surmuletus;0905;Ferrol;0901;ENTERO
10541;Mullus surmuletus;0974;Baiona;0903;ENTERO
10541;Mullus surmuletus;0974;Baiona;0902;ENTERO
10541;Mullus surmuletus;0926;Cillero;0901;ENTERO
10541;Mullus surmuletus;0914;Muros;0901;ENTERO
10541;Mullus surmuletus;0913;Finisterre;0903;ENTERO
10541;Mullus surmuletus;0913;Finisterre;0902;ENTERO
10541;Mullus surmuletus;0904;Cedeira;0903;ENTERO
10541;Mullus surmuletus;0904;Cedeira;0902;ENTERO
10541;Mullus surmuletus;0974;Baiona;0901;ENTERO
10541;Mullus surmuletus;0966;Cangas;0903;ENTERO
10541;Mullus surmuletus;0966;Cangas;0902;ENTERO
10541;Mullus surmuletus;0925;Burela;0903;ENTERO
10541;Mullus surmuletus;0925;Burela;0902;ENTERO
10541;Mullus surmuletus;0966;Cangas;0901;ENTERO
10541;Mullus surmuletus;0925;Burela;0901;ENTERO
10541;Mullus surmuletus;0913;Finisterre;0901;ENTERO
10541;Mullus surmuletus;0912;Muxía;0903;ENTERO
10541;Mullus surmuletus;0912;Muxía;0902;ENTERO
10541;Mullus surmuletus;0904;Cedeira;0901;ENTERO
10541;Mullus surmuletus;0903;Cariño;0903;ENTERO
10541;Mullus surmuletus;0903;Cariño;0902;ENTERO
10541;Mullus surmuletus;0965;Bueu;0903;ENTERO
10541;Mullus surmuletus;0965;Bueu;0902;ENTERO
10541;Mullus surmuletus;0924;Foz;0903;ENTERO
10541;Mullus surmuletus;0924;Foz;0902;ENTERO
10541;Mullus surmuletus;0903;Cariño;0901;ENTERO
10541;Mullus surmuletus;0965;Bueu;0901;ENTERO
10541;Mullus surmuletus;0958;O Grove;0903;ENTERO
10541;Mullus surmuletus;0958;O Grove;0902;ENTERO
10541;Mullus surmuletus;0924;Foz;0901;ENTERO
10541;Mullus surmuletus;0923;Ribadeo;0903;ENTERO
10541;Mullus surmuletus;0923;Ribadeo;0902;ENTERO
